plate_name,well,treatment,n_points,slope_o2_umol_l_per_s,slope_o2_umol_l_per_h,r2,start_time,end_time,oxygen_decline_rate_umol_l_h,blank_threshold,is_biological,poor_fit,unreliable,label,area,notes,respiration_norm
20260317_Lacerate_32C_Plate1,A1,Blank,36,-4.810835445021812e-7,-0.0017319007602078524,0.5771103733195734,2026-03-17T15:16:43Z,2026-03-17T18:11:43Z,0.0017319007602078524,0.007276789151891245,FALSE,TRUE,TRUE,NA,NA,NA,NA
20260317_Lacerate_32C_Plate1,A2,Sym,36,-1.0897535252379675e-5,-0.03923112690856683,0.9890643857427024,2026-03-17T15:16:43Z,2026-03-17T18:11:43Z,0.03923112690856683,0.007276789151891245,TRUE,FALSE,FALSE,A2-sym.czi,0.39069000000000004,NA,0.10041497583395231
20260317_Lacerate_32C_Plate1,A3,Sym,36,-5.27351865850429e-6,-0.018984667170615442,0.9795852885332637,2026-03-17T15:16:43Z,2026-03-17T18:11:43Z,0.018984667170615442,0.007276789151891245,TRUE,FALSE,FALSE,A3-sym.czi,0.22796,NA,0.0832806947298449
20260317_Lacerate_32C_Plate1,A4,Sym,36,-1.813980827126627e-5,-0.06530330977655857,0.9899037012568476,2026-03-17T15:16:43Z,2026-03-17T18:11:43Z,0.06530330977655857,0.007276789151891245,TRUE,FALSE,FALSE,A4-sym.czi,0.21866,NA,0.2986522902065242
20260317_Lacerate_32C_Plate1,A5,Sym,36,-6.956784182536692e-6,-0.025044423057132094,0.9950989170326995,2026-03-17T15:16:43Z,2026-03-17T18:11:43Z,0.025044423057132094,0.007276789151891245,TRUE,FALSE,FALSE,A5-sym.czi,0.27827999999999997,NA,0.0899972080535148
20260317_Lacerate_32C_Plate1,A6,Blank,36,-1.3603275558273913e-6,-0.0048971792009786085,0.950703671650004,2026-03-17T15:16:43Z,2026-03-17T18:11:43Z,0.0048971792009786085,0.007276789151891245,FALSE,FALSE,TRUE,NA,NA,NA,NA
20260317_Lacerate_32C_Plate1,B1,Sym,36,-8.932023241075724e-6,-0.032155283667872604,0.9950009010198851,2026-03-17T15:16:43Z,2026-03-17T18:11:43Z,0.032155283667872604,0.007276789151891245,TRUE,FALSE,FALSE,B1-Sym-Snap-29.czi,0.18167999999999998,NA,0.17698857148762995
20260317_Lacerate_32C_Plate1,B2,Sym,36,-1.545822346600575e-5,-0.0556496044776207,0.9704243702746778,2026-03-17T15:16:43Z,2026-03-17T18:11:43Z,0.0556496044776207,0.007276789151891245,TRUE,FALSE,FALSE,B2-Sym-Snap-30.czi,0.1917,NA,0.2902952763569155
20260317_Lacerate_32C_Plate1,B3,Sym,36,-9.68757163506138e-6,-0.034875257886220964,0.9920917546704116,2026-03-17T15:16:43Z,2026-03-17T18:11:43Z,0.034875257886220964,0.007276789151891245,TRUE,FALSE,FALSE,B3-Sym-Snap-31.czi,0.27169,NA,0.12836415726092593
20260317_Lacerate_32C_Plate1,B4,Sym,36,-1.6799664338451685e-5,-0.060478791618426064,0.9993829715032552,2026-03-17T15:16:43Z,2026-03-17T18:11:43Z,0.060478791618426064,0.007276789151891245,TRUE,FALSE,FALSE,B4-Sym-Snap-32.czi,0.17576,NA,0.344098723363826
20260317_Lacerate_32C_Plate1,B5,Sym,36,-1.0840388849873522e-5,-0.03902539985954468,0.9961378719015637,2026-03-17T15:16:43Z,2026-03-17T18:11:43Z,0.03902539985954468,0.007276789151891245,TRUE,FALSE,FALSE,B5-Sym-Snap-33.czi,0.2822,NA,0.13828986484601233
20260317_Lacerate_32C_Plate1,B6,Sym,36,-1.0619990171271759e-5,-0.03823196461657833,0.9956463429694525,2026-03-17T15:16:43Z,2026-03-17T18:11:43Z,0.03823196461657833,0.007276789151891245,TRUE,FALSE,FALSE,B6-Sym-Snap-34.czi,0.24267,NA,0.1575471406295724
20260317_Lacerate_32C_Plate1,C1,Apo,36,-3.2960099556103987e-6,-0.011865635840197435,0.986244570191169,2026-03-17T15:16:43Z,2026-03-17T18:11:43Z,0.011865635840197435,0.007276789151891245,TRUE,FALSE,FALSE,C1-Apo-Snap-35.czi,0.10634,NA,0.11158205604849948
20260317_Lacerate_32C_Plate1,C2,Apo,36,-5.3461472778596205e-6,-0.019246130200294635,0.993380477192875,2026-03-17T15:16:43Z,2026-03-17T18:11:43Z,0.019246130200294635,0.007276789151891245,TRUE,FALSE,FALSE,C2-Apo-Snap-36.czi,0.14184,NA,0.13568901720455892
20260317_Lacerate_32C_Plate1,C3,Apo,36,-3.378851974562578e-6,-0.012163867108425281,0.9747867507242118,2026-03-17T15:16:43Z,2026-03-17T18:11:43Z,0.012163867108425281,0.007276789151891245,TRUE,FALSE,FALSE,C3-Apo-Snap-37.czi,0.07309,NA,0.16642313734334765
20260317_Lacerate_32C_Plate1,C4,Apo,36,-6.7472473733474455e-6,-0.024290090544050805,0.993827156173344,2026-03-17T15:16:43Z,2026-03-17T18:11:43Z,0.024290090544050805,0.007276789151891245,TRUE,FALSE,FALSE,C4-Apo-Snap-38.czi,0.10873,NA,0.22339823916169232
20260317_Lacerate_32C_Plate1,C5,Apo,36,-3.865204336317105e-6,-0.013914735610741578,0.9493388512600183,2026-03-17T15:16:43Z,2026-03-17T18:11:43Z,0.013914735610741578,0.007276789151891245,TRUE,FALSE,FALSE,C5-Apo-Snap-39.czi,0.10323,NA,0.13479352524209606
20260317_Lacerate_32C_Plate1,C6,Apo,36,-4.1396691858005815e-6,-0.014902809068882094,0.9884647893535845,2026-03-17T15:16:43Z,2026-03-17T18:11:43Z,0.014902809068882094,0.007276789151891245,TRUE,FALSE,FALSE,C6-Apo-Snap-40.czi,0.10475,NA,0.1422702536408792
20260317_Lacerate_32C_Plate1,D1,Blank,36,-4.961604677165572e-7,-0.001786177683779606,0.5652097662581644,2026-03-17T15:16:43Z,2026-03-17T18:11:43Z,0.001786177683779606,0.007276789151891245,FALSE,TRUE,TRUE,NA,NA,NA,NA
20260317_Lacerate_32C_Plate1,D2,Apo,36,-2.66326553296777e-6,-0.009587755918683973,0.9831081978113562,2026-03-17T15:16:43Z,2026-03-17T18:11:43Z,0.009587755918683973,0.007276789151891245,TRUE,FALSE,FALSE,D2-Apo-Snap-41.czi,0.06971,NA,0.13753774090781773
20260317_Lacerate_32C_Plate1,D4,Apo,36,-8.578931426441944e-6,-0.030884153135191,0.9501924382360981,2026-03-17T15:16:43Z,2026-03-17T18:11:43Z,0.030884153135191,0.007276789151891245,TRUE,FALSE,FALSE,D4-Apo-Snap-43.czi,0.17823,NA,0.17328257383824833
20260317_Lacerate_32C_Plate1,D5,Apo,36,-8.188228362499146e-6,-0.029477622104996926,0.9984871817924489,2026-03-17T15:16:43Z,2026-03-17T18:11:43Z,0.029477622104996926,0.007276789151891245,TRUE,FALSE,FALSE,D5-Apo-Snap-44.czi,0.11909,NA,0.2475239071710213
20260317_Lacerate_32C_Plate1,D6,Blank,36,-8.121273854030952e-7,-0.002923658587451143,0.7680437585963549,2026-03-17T15:16:43Z,2026-03-17T18:11:43Z,0.002923658587451143,0.007276789151891245,FALSE,TRUE,TRUE,NA,NA,NA,NA
